,text,sentiment
1874,Great gift as it's reasonably priced. Battery life is fantastic. Put it into airplane mode and it lasts even longer. Don't forget this is the one where you have to adjust the backlight. If you want to auto adjust you need to get the Voyager. Both nice and compact. Highly recommended.,POSITIVE
1875,I currently have two fire TVs in my home. Prior to this I had an apple TV which was the one before the newest generation of 2016. It became obsolete with slow streaming speeds all the time. After purchasing the Fire TV I can honestly say its the best bargain in town. The price is just right and has not been an issue in speed or clarity for streaming all your favorite movies shows. The ease of use is also a big plus. I highly recommend if you are on the fence.,POSITIVE
1876,I've always been a fan of kindles but this one is the perfect size and weight to store in my bag. I'm very satisfied with this product #teamkindlepaperwhite.,POSITIVE
1877,"This tablet is easy to set up, has great resolution, and is perfect for reading books or surfing. The price is affordable, too. It is perfect for anyone who wants a fun and casual way to use technology.",POSITIVE
1878,Hassel free easy set up and use. Great price with superior performance.,POSITIVE
1879,I bought this for my child and she loves it it does everything she wants it to do and more,POSITIVE
1880,This was a good proce and does what it needs too for the price!,POSITIVE
1881,This item is a must if you have a Amazon Prime Membership!,POSITIVE
1882,"Bought this because my old Galaxy Tab 10 has become old and slow. Very pleased with the Fire tablet, quickly loaded books, magazine subscriptions and easily taps into my Amazon Prime subscription - video and music. Only reason it gets 4 stars versus 5 is the annoying ad on the lock screen (although I'm sure that's why the device is so cheap).",MIXED
1883,This was a replacement for an Amazon Fire tablet. This was a an up grade for my daughter who broke the screen on her old one. She absolutely loved her old one. She says the new one is even better.!!,POSITIVE
1884,I am really enjoying being able to read books online that are downloaded from the public library. I have read 5 books in the last few weeks now that I can use the public library system to access book titles. No more buying books at the bookstore,POSITIVE
1885,Easy to use. Great for someone who wants to play some games and use simple apps.,POSITIVE
1886,Good customer service during my quest to get a good deal and quality gadget.,POSITIVE
1887,"For the low price it is very speedy and has sufficient storage space.While it doesn't have Google play, the Amazon app store has most of the same apps or a workable alternatve.",MIXED
1888,"Love it, especially the ability to stream Prime Music.",POSITIVE
1889,"My Echo is such a helpful assistant! She turns the lights on and off, tells me the weather, plays my favorite music, finds recipes, wakes me when I set an alarm, and helps me relax and sleep with meditation music. I have one in the living room and a a Dot in the bedroom.",POSITIVE
1890,"This was a Christmas present for our 8 year-old. It is perfect for kids. It was inexpensive, but it still gives him access to games and educational apps. Much to his dismay, we limit his screen time, but he really enjoys this product.",POSITIVE
1891,I bought this for my wife. She loves it. Pictures taken with the camera are OK but not the greatest.,MIXED
1892,This Echo is amazing!! I love waking up and not having to use a remote or get out of bed.. she does a lot.. and the names are perfect Alexa or Amazon.. but it's a great speaker loud..,POSITIVE
1893,"Love this device. I have a 16 month old that is hard set to get to nap and go to bed. Currently still on a vacation, and have been very pleased with the ease of putting on Sesame Street on the hotel tv via hbogo. no little tablet or phone needed, and has perfect picture quality",POSITIVE
1894,This is a good tablet for my daughter. Does everything she needs it to do.,POSITIVE
1895,"I love the color is choose,and the tablet is great",POSITIVE
1896,"Love it, take it with me everywhere, Not all of us are computer/technical savvy. Need better written, printable instructions on how to use. Step 1, step 2, etc.",POSITIVE
1897,"I really like it, it's working out quite well for me wish I had bought one a lot sooner",POSITIVE
1898,"I love my kindle voyage. I get distracted when I read on my tablet, so I decided to purchase an eReader. I am very happy I did! I hope to meet my reading challenge now!",POSITIVE
1899,Bought this for my mom and she loves it. Very user friendly,POSITIVE
1900,"We're an unplugged family - multiple devices (Kindles, iPads, Roku, etc.) - so we're pretty familiar with this sort of tech. Fire TV works okay, but the remote has started giving me problems and we've only had the product for about 6 months. Our Roku 3, which we've had for over a year, is much smoother and hasn't given us any problems. We also use a Chromecast, which also seems to be less quirky than the FireTV. I have a PS3 in the same room as the FireTV and I find myself going to the PS3 when the FireTV starts to annoy. Unless you're looking for a device that can also run Kodi, I'd strongly recommend the Roku 3 over the FireTV.",MIXED
1901,This item is exactly what I was looking for. It is a perfect size for home or travel. It is very loud for its size.,POSITIVE
1902,The other kids got the kids fire but this is comparable.,NEGATIVE
1903,It is an awesome tablet. I purchased one for my granddaughter for Christmas.,POSITIVE
1904,Couldn't be happier for what Alexa offers. Good Product.,POSITIVE
1905,It is simple and easy to use. Easy set up. I have a Firestick and Fire TV and this has a nicer interface.,POSITIVE
1906,kids mode is awesome...cheap tablet...packed with enough apps,POSITIVE
1907,This is a great little tablet especially for the price.,POSITIVE
1908,Bought as a gift for my kids. Great device. Kids love it.,POSITIVE
1909,Easy to use and lots of fun. Was easy to purchase.,POSITIVE
